Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368.JPG,diseased,2672.041092519685,2910.784921569843,2856.0439222440946,3580.02356004712,0.9589081122547953,0.9552365988747602,0.9560784313621613,0.9449447365661872,10.47859251968504,11.414842829685659,11.200172244094487,14.039308078616157,0.4203451923441505,0.4307343340326042,0.42706186050549605,0.45321971654715076,0.8148941190460506,0.8104898497601571,0.8123049629888321,0.8012251807255181,0.9027148603219349,0.9002720976239112,0.9012796253043959,0.8951118258215105,0.7179686485464448,0.694963374559372,0.6985473279373677,0.6248303000120807
01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702.JPG,diseased,2688.041338582678,2967.226734453469,2312.0355561023625,2959.1636183272367,0.9586620530467402,0.9543686104872902,0.9644444444360354,0.9544926088283573,10.541338582677168,11.636183272366544,9.066806102362206,11.604563209126418,0.449534084542514,0.46177841742269793,0.43467218848493183,0.46148375645721335,0.796675225186388,0.7915945691151101,0.8020130634987834,0.7917072679579049,0.8925666502768227,0.889716004753826,0.8955518206663328,0.8897793366660662,0.7474659283434129,0.7231996748239555,0.7827906347953759,0.7239518496206295
02ab6821-757a-401b-ac04-919fdceee1f0___Matt.S_CG 1653.JPG,diseased,4416.067913385827,5434.540269080539,4704.072342519685,5345.845991691984,0.9320876585767873,0.9164251181207435,0.9276585928317953,0.9177890998724819,17.317913385826774,21.31192262384525,18.447342519685037,20.964101928203856,0.6854426828177681,0.7215695168145002,0.6953608653518042,0.7187757210990837,0.6524347597035037,0.6373736255439527,0.6486268380251604,0.6385114925354161,0.8077343373309716,0.7983568284570206,0.8053737256858833,0.7990691412734044,0.7610905139937706,0.7078115836309166,0.7455094605585817,0.7125802373105309
0a146952-538a-41e5-a422-b5d50e91771e___Matt.S_CG 6079.JPG,diseased,3624.0557332677163,3475.203050406101,3416.0525344488187,4442.776985553971,0.9442675893755157,0.9465567150000599,0.9474663590802322,0.9316769140720024,14.211983267716535,13.628247256494513,13.396284448818896,17.42265484530969,0.47738093975559015,0.47433087037526434,0.47050599266515153,0.5042233877007938,0.7869144590828244,0.7878130651171092,0.7897669491628045,0.7747449504447027,0.8870819911839178,0.8875883421480417,0.8886883307227593,0.8801959727496501,0.6526623518124934,0.6692796760352377,0.6725978459689508,0.5771997714510811
0a25f893-1b5f-4845-baa1-f68ac03d96ac___Matt.S_CG 7863.JPG,diseased,2968.0456446850394,3467.139934279868,3144.0483513779527,3967.0531341062683,0.9543560169057755,0.9466807133411271,0.9516493656171693,0.938992816194964,11.63939468503937,13.596627193254387,12.329601377952756,15.557071114142229,0.48390192782648356,0.5037810806289686,0.4903888577218164,0.5204554729079648,0.7772857686828656,0.7691163355542658,0.7748334942470667,0.7623072773580603,0.8816381166231787,0.8769927796477379,0.8802462690901147,0.8731021001910717,0.7452195094110524,0.7044447978650215,0.730111232341088,0.6618298617432339
0a5edec2-e297-4a25-86fc-78f03772c100___JR_Sept.L.S 8468.JPG,diseased,4992.076771653544,6418.240436480873,5096.078371062992,5337.782875565752,0.9232295270868031,0.9012973205105516,0.9216301422344447,0.9179130982135493,19.576771653543307,25.169570339140677,19.984621062992126,20.93248186496373,0.6365558170488419,0.679296495607493,0.6397390349434033,0.6492912550810356,0.6934711750282876,0.6738272229101964,0.6921199023062108,0.6874392042540673,0.8327491669334095,0.8208697965634967,0.8319374389376949,0.8291195355641232,0.6742146879184427,0.5838972201161072,0.6674274939167434,0.6539446730111341
0a68a294-30d1-4422-ab7e-a1909ec277f7___JR_Sept.L.S 8443.JPG,diseased,2800.043061023622,3184.9308698617397,2600.03998523622,3023.668547337095,0.9569396385903544,0.9510206552784772,0.9600153786910433,0.9535006220998201,10.980561023622046,12.48992497984996,10.196235236220472,11.857523715047432,0.380942627194429,0.39511970394029705,0.3739940636204141,0.3899454843156884,0.8391337229451803,0.8328820850090085,0.8419540777069835,0.835125298621854,0.9160424242059864,0.9126237368209357,0.9175805565218693,0.913851901908539,0.6401370408950072,0.5936504808173735,0.6658415379739353,0.6142251400164939
0a70601b-8511-4a56-9562-c95c46372874___Matt.S_CG 1032.JPG,diseased,3632.0558562992123,4571.786843573687,3952.060777559055,4426.6507533015065,0.9441445597714881,0.929692940614928,0.9392233756103858,0.9319249107541367,14.243356299212598,17.928575857151717,15.498277559055119,17.359414718829438,0.5697712391704136,0.6036897155925343,0.5810176097624201,0.599031950507219,0.7264872703573532,0.7123737405761128,0.7221399960378047,0.7142968707166257,0.8523422260790282,0.8440223578650703,0.8497882065772652,0.8451608549362812,0.7470005390301871,0.6836690700984605,0.7247098376231552,0.6937113218413665
0a76257e-6a78-459b-8f51-a266805121eb___Matt.S_CG 2527.JPG,diseased,3560.054749015748,4265.388430776862,3752.0577017716537,4370.2089404178805,0.9452518262077363,0.9344048775754796,0.9422991157110747,0.9327928991416067,13.960999015748031,16.72701345402691,14.713951771653544,17.13807427614855,0.5336299223077395,0.5592962864522237,0.5402838928941485,0.5626131279156679,0.750356182841272,0.7394530299011618,0.7477354666623396,0.738055107581478,0.8662310216341089,0.859914548022745,0.864716986454146,0.8591013372015422,0.7233392714953688,0.6707908859649833,0.7084182434411865,0.6627006808941796
0a95b5b7-7bfb-4201-9320-dae33498081a___JR_Sept.L.S 2482.JPG,diseased,3920.0602854330705,4378.272056544112,3640.0559793307084,4475.0294500589,0.939715494026496,0.9326689008005397,0.9440215301674605,0.9311809207077337,15.372785433070865,17.169694339388677,14.274729330708661,17.549135098270195,0.5498565585539634,0.5668415646965379,0.5402843482178367,0.5698718604915496,0.7428800441096975,0.735356816364324,0.7466854984979501,0.7340714083746972,0.861904892728715,0.857529484253646,0.8641096565239565,0.8567796731801574,0.6992778120473488,0.6664160801364983,0.720757968329681,0.659044059808023
