Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1.JPG,healthy,265.11269685039366,387.1192262384525,209.07904773622047,346.35544671089343,0.3363412342825046,0.23325008209289963,0.333610282814482,0.22589863181427533,8.894438976377952,11.705003410006821,8.64437746062992,11.665757331514662,6.799284165935356,7.078782685500793,6.8099183836798725,7.096857420731432,0.002059034940823788,0.0013756212644795555,0.0021079550215741057,0.0013308365633409294,0.04537659022914556,0.03708936861796862,0.045912471307631715,0.036480632715742874,0.9736121145753937,0.9610376014122762,0.9789599193952204,0.965140984119227
0d2bcda8-8dae-408e-8919-21dfa6cc9eea___RS_HL 0335.JPG,healthy,489.21050688976374,688.473308946618,514.0124876968505,894.9939859879721,0.28501386573169374,0.19364491664802955,0.2821668460515312,0.17486875776851915,12.824803149606302,16.454832909665818,13.261134350393704,18.627937255874514,7.531346383716254,7.809959506005389,7.55457969605826,7.910569360108205,0.0011607067281517373,0.0007184637718522136,0.001131808782172252,0.0006490370101454445,0.03406914627858669,0.026804174522865157,0.033642365882503744,0.025476204783001815,0.9484309435157929,0.9272778528341463,0.9455862322117933,0.9054669788799341
0b330273-890c-4995-af72-cba070fc0061___GH_HL Leaf 312.JPG,healthy,482.413816437008,706.0841341682683,388.97416338582684,633.7828135656271,0.3027406906721488,0.20457051498980475,0.3119480078482508,0.21096801164610135,12.202694389763781,16.229834459668922,11.531496062992124,15.525389050778102,6.738426043429896,7.029851630460864,6.706018619899639,6.992152511628317,0.002262991281353657,0.001468156324619426,0.002354984873543966,0.0015244557738169975,0.0475709079307265,0.038316528086707255,0.048528186382183765,0.03904427965550136,0.9485976602205459,0.9241768267857066,0.9581614915701538,0.9319414334003561
0c8c9c80-b7e0-47a7-81d3-b5a2174e545d___GH_HL Leaf 496.1.JPG,healthy,217.4910187007874,294.2941285882572,158.4406373031496,306.8110236220473,0.39401447114092375,0.28313015814227205,0.37350008443951993,0.2732780421464399,7.728961614173228,9.96453592907186,7.345533956692914,10.457622915245832,6.344615837599914,6.614602907729432,6.3636944676540494,6.665757546303201,0.0031622409436225123,0.002202307523221284,0.003139497978214706,0.00211631882126682,0.05623380605669967,0.046928749431678705,0.05603122324396199,0.04600346531802599,0.9790963217320497,0.9716221135146298,0.9846923622217757,0.9704170429286241
0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653.JPG,healthy,784.1157726377953,1161.48651497303,637.4834522637797,1096.0935581871163,0.2710639557199067,0.18425209341617987,0.27164878940124393,0.17772265935454046,15.794168307086615,20.849649699299402,14.895484744094492,20.35966271932544,7.715671649513524,8.01806366847525,7.6981154357306485,8.015043748371387,0.0010307180038188202,0.0006096262425025317,0.0010079636858492471,0.0005992397129564549,0.03210479720881009,0.02469061041170371,0.031748443833505405,0.024479373214125702,0.9128789499611241,0.8714710182267004,0.9295498290707364,0.8787000244626503
0d70d565-520e-474c-85c1-ab478c9f1d4b___GH_HL Leaf 203.1.JPG,healthy,347.62832185039366,490.89608779217554,260.81305364173227,498.981337962676,0.3186763874712504,0.21086071950789242,0.31427943987530893,0.2189521736874973,9.95398622047244,13.322524645049288,9.72570127952756,13.377890755781511,6.817556304691859,7.120727205935251,6.818760750876838,7.116133757188258,0.0019679627982302837,0.0012537025508051877,0.001902093342760904,0.0012678965775812388,0.04436172672732976,0.035407662317712925,0.04361299511339371,0.03560753540447919,0.9653209858299266,0.9505717618810702,0.9737305689742664,0.9497558681691017
0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334.JPG,healthy,711.4125861220473,1405.0487940975886,717.5824926181102,880.2036084072168,0.27594495404452185,0.16478651247826362,0.2744300929630771,0.1959146069375998,15.35242372047244,23.42203484406969,15.680425688976378,18.40845681691363,7.639724842723889,8.07477878527492,7.665554707982531,7.878652713411591,0.0011445047304157107,0.0006132069428253186,0.0011167231196767082,0.0007329018936046429,0.03383052956156186,0.024763015624622915,0.03341740743499873,0.027072160859536922,0.9190072953185887,0.8408389314258425,0.9188173808059585,0.9002792506408052
0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1.JPG,healthy,459.12604576771656,593.2703825407649,320.6412401574804,625.3402566805134,0.33138620727337487,0.23029172548100363,0.3323013632960016,0.2266401623896595,11.513594980314963,14.565193130386259,10.46001476377953,15.001984003968007,6.3190635267409085,6.568479375644678,6.270493440605164,6.594601573948375,0.0031358462375127884,0.0021594582838244964,0.0032061772497568447,0.002101655824614892,0.05599862710382093,0.04646997185091138,0.056623115860546254,0.045843819917355186,0.9528317085228427,0.9386049142532434,0.966788663582058,0.9352866126951894
0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345.JPG,healthy,660.9597071850394,988.2644305288611,682.886380413386,1132.0690681381361,0.2798790600743739,0.19118713304784005,0.2748224022281838,0.17591751747635226,14.831016240157483,19.361956723913448,15.235912893700789,21.071858143716284,7.55271377734017,7.838836944424084,7.574689291734286,7.918381309544777,0.0012059599314511132,0.0007645881123493911,0.0011787648697367712,0.0006942291769139305,0.034726933804341456,0.027651186454642252,0.034333145351639005,0.02634822910394417,0.9256188885640095,0.8885742188502902,0.922820991305194,0.8723511682335024
0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252.JPG,healthy,353.9229207677165,543.2436604873209,317.70693897637796,492.0030380060761,0.3092725605699197,0.20616706931114576,0.31179022699098224,0.20916184541702654,11.029958169291339,14.717403434806867,10.726500984251967,14.307706615413231,6.7366808391696,7.02120131171991,6.713028915087029,7.008875753984123,0.002210088343516531,0.0014586596846329035,0.0022695511699617147,0.0014691826767248301,0.04701157669677258,0.038192403493795775,0.047639806569314644,0.03832991881970049,0.9638634074392892,0.9439588696890742,0.9672003914454772,0.9492473429659276
