Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368.JPG,diseased,7752.119217519685,9748.307396614793,8280.127337598426,11215.794531589063,0.8807843136972953,0.8500860056498202,0.8726643598314763,0.8275183075755995,30.400467519685037,38.228656457312916,32.47108759842519,43.98350796701594,0.7677117788380673,0.796214357927295,0.7800324029596687,0.8209712944698861,0.6213650837946207,0.6078781188500438,0.6152470520273073,0.5925860260177337,0.78826713986733,0.7796653890291936,0.7843768558717852,0.7697960937922027,0.5643115643139982,0.43359517554576266,0.5346361909855399,0.34832993315480215
01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702.JPG,diseased,5860.090120570867,7881.6960133920265,5608.08624507874,7905.885361770724,0.909880815049813,0.8787916216068645,0.9137562475766811,0.8784196265836631,22.980745570866144,30.908611817223633,21.992495078740156,31.003472006944016,0.670010230529187,0.7046455689118778,0.6601512580684368,0.7051604124353914,0.6769655700566284,0.6621008675708219,0.6819758585806233,0.6618191858120959,0.822779174539942,0.8136958077628408,0.8258182963464925,0.8135227014731032,0.6261109159768707,0.4761439338305367,0.6394696901531297,0.47453619142797054
02ab6821-757a-401b-ac04-919fdceee1f0___Matt.S_CG 1653.JPG,diseased,10224.157234251968,14062.074524149048,11192.172121062991,14174.9581499163,0.8427681660527794,0.7837468931788969,0.8278815839654446,0.7820109164039568,40.094734251968504,55.14539029078058,43.890871062992126,55.58807117614235,0.9841757475773089,1.0503173071186935,1.005399671859148,1.0521127947288325,0.48177835125201507,0.45043254610038264,0.4717945905618373,0.44945040017180293,0.6941025509620427,0.6711427166410902,0.6868730527265117,0.6704106205690681,0.5923511207692865,0.4310207147958811,0.5537552566167697,0.4264532205339214
0a146952-538a-41e5-a422-b5d50e91771e___Matt.S_CG 6079.JPG,diseased,7856.120816929133,9014.563829127657,7320.1125738188975,11546.382292764587,0.8791849288449369,0.8613698546869305,0.8874279123147834,0.8224343755918466,30.808316929133856,35.3512307024614,28.706323818897637,45.27993055986112,0.7787841640430139,0.7912642428919827,0.7633799710590576,0.8361463430744085,0.6143918711177265,0.6099890598937997,0.6221845873867528,0.5833645944680446,0.7838315323573851,0.781017963873943,0.788786781954891,0.7637830807683845,0.5675656815787695,0.48768099920522234,0.5949335650295564,0.34379176284604485
0a25f893-1b5f-4845-baa1-f68ac03d96ac___Matt.S_CG 7863.JPG,diseased,7872.121062992125,9917.632835265671,7912.121678149607,11360.930621861244,0.8789388696368818,0.8474820404874102,0.878323721616744,0.825286337436391,30.87106299212598,38.89267778535557,31.0279281496063,44.55266910533821,0.7965804329542728,0.8284318025306665,0.7975587394671515,0.8538865265464917,0.6023555445548392,0.5879639127372991,0.601889711103641,0.5730312276546186,0.7761156773025779,0.7667880494225892,0.775815513575,0.7569882612396434,0.5843155354035562,0.4606363178130816,0.5822033175956475,0.38214355430783087
0a5edec2-e297-4a25-86fc-78f03772c100___JR_Sept.L.S 8468.JPG,diseased,12744.19598917323,17634.034968069933,13152.202263779527,15940.780581561165,0.8040138407840982,0.7288156280861512,0.7977393309786928,0.7548552797102519,49.97723917322835,69.1530783061566,51.57726377952756,62.51286502573005,1.0581854291621493,1.1242042590104444,1.0657661505673048,1.1028702995878006,0.4409997601733485,0.40604512395087167,0.43722403436017815,0.4186397328092567,0.6640781280642727,0.6372167009353032,0.6612291844437738,0.647023749803094,0.5117637508782842,0.31571536419086615,0.49613283518135537,0.38142170782137297
0a68a294-30d1-4422-ab7e-a1909ec277f7___JR_Sept.L.S 8443.JPG,diseased,9936.15280511811,12731.660363320727,9600.147637795275,12642.966085932172,0.8471972317977716,0.8042066194549761,0.852364475166929,0.8055706012067146,38.96530511811024,49.92807985615971,37.647637795275585,49.580259160518324,0.8455850755276839,0.8780425907233019,0.8388221210185444,0.8768520542505565,0.5770074916614677,0.5573978631372228,0.5806223289692674,0.5582295927441381,0.7596100918638902,0.7465908271183238,0.7619857800308791,0.7471476378495338,0.4794345340960233,0.3133371770525004,0.4970381971942254,0.3181207685993165
0a70601b-8511-4a56-9562-c95c46372874___Matt.S_CG 1032.JPG,diseased,7928.121924212599,11348.835947671894,8684.133550688975,11131.131812263626,0.8780776624086888,0.8254723349479917,0.8664513648280845,0.8288202901568046,31.090674212598426,44.50523901047802,34.05542568897638,43.651497302994606,0.8349464106242219,0.8991519056216299,0.8541671655081241,0.8952563670342364,0.5757722269839071,0.5449158512552253,0.5666327619886686,0.5471064095454499,0.7587965649526275,0.7381841580901242,0.7527501325065766,0.7396664177488727,0.6155860625149989,0.43883558761552405,0.5795696299839616,0.44960037563284605
0a76257e-6a78-459b-8f51-a266805121eb___Matt.S_CG 2527.JPG,diseased,7680.118110236221,11336.741273482548,9328.14345472441,11852.780705561412,0.8818915801335432,0.8256583324595924,0.8565474817038661,0.8177224386312949,30.11811023622047,44.45780891561783,36.580954724409445,46.481492962985925,0.8211485282857468,0.8878595408508934,0.8604522705382779,0.8965361792471643,0.5839910654430684,0.5520767848529312,0.5652758073094272,0.5469709483656056,0.764193081258309,0.743018697512338,0.7518482608275603,0.7395748429777784,0.6212579167923417,0.4264513435061488,0.5399861781040316,0.400343865543413
0a95b5b7-7bfb-4201-9320-dae33498081a___JR_Sept.L.S 2482.JPG,diseased,7692.118294783464,9812.81232562465,6376.0980561023625,10163.557877115754,0.8817070357275018,0.849094018921283,0.9019454055900353,0.8437000910848622,30.165169783464567,38.481616963233925,25.004306102362207,39.85708971417943,0.7967555666656515,0.8321379426417068,0.7590376008373829,0.8389616699353313,0.6012538976371897,0.5854244408594217,0.6188134517382317,0.5816470095957118,0.7754056342567996,0.7651303423988763,0.7866469676660756,0.7626578588041375,0.5982448551284103,0.4731601731601731,0.6650465310387681,0.454406180146301
